,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.03125,0.0625,0.125,0.25,0.5,1.0,2.0,4.0,8.0,16.0,32.0,0.0,0.0,0.0
1,0.0,0.32263237172730536,0.30703879111161153,0.3123325369906889,0.30414791095905647,0.30490277421993595,0.3298135734953208,0.32798199105476733,0.2865644431914041,0.28754442435236066,0.2670221672414655,0.2971088529809169,0.0,0.0,0.0
