,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.03125,0.0625,0.125,0.25,0.5,1.0,2.0,4.0,8.0,16.0,32.0,0.0,0.0,0.0
1,0.0,77.96208530805687,77.72511848341233,77.72511848341233,78.19905213270142,78.43601895734598,78.67298578199052,78.19905213270142,76.54028436018957,75.35545023696683,74.88151658767772,75.11848341232228,0.0,0.0,0.0
