,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,0.0625,0.125,0.25,0.5,1.0,2.0,4.0,8.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.0517578125e-05,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.21348637015781924,0.2380904719009013,0.2551892551892552,0.2524993843880817,0.30314457238602827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.103515625e-05,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.21123112659698026,0.2380904719009013,0.25298652236062896,0.2530487804878049,0.30207302734403,0.27846555116729166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0001220703125,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.20143072057965675,0.23277746276830324,0.25197401299350325,0.2525761731781451,0.30271311579014487,0.28097231523088256,0.2871677582044602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.000244140625,0.14037494284407864,0.14037494284407864,0.15284533172010487,0.22077294685990337,0.24319083694083696,0.25398948917034464,0.30341953950626604,0.29841472561779075,0.29617588018125646,0.27994609885986804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.00048828125,0.14037494284407864,0.14037494284407864,0.18182182985553771,0.22499310206436404,0.2461769115442279,0.2513007720711648,0.28139064203306524,0.259381164197678,0.29023785806047986,0.29023785806047986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0009765625,0.14037494284407864,0.14037494284407864,0.15858576236743507,0.22320839518390234,0.23775506465912002,0.2587552168390492,0.23976314172392602,0.23875181422351233,0.23875181422351233,0.2399947782626534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.001953125,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.19134563937934723,0.21460187752322582,0.2136890070248718,0.2141898798875543,0.21731219543066893,0.21731219543066893,0.2180686853175936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00390625,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.17438769414575864,0.1782771852604255,0.1865837346174425,0.1865837346174425,0.19154778648449536,0.19154778648449536,0.18824910245788454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0078125,0.14037494284407864,0.14037494284407864,0.15858576236743507,0.17438769414575864,0.17862175016986734,0.17862175016986734,0.17918264760576474,0.1799606869439272,0.18016058016058015,0.18016058016058015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.015625,0.14037494284407864,0.14037494284407864,0.15858576236743507,0.17407333819016713,0.17862175016986734,0.17938198324022347,0.19511220209544233,0.18016058016058015,0.18016058016058015,0.18036103330220976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.03125,0.14037494284407864,0.14037494284407864,0.1468217248134717,0.16901135005973714,0.17898386722376972,0.17976135130946846,0.17976135130946846,0.1847902097902098,0.1847902097902098,0.18016058016058015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0625,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.16433288880421668,0.16925490552738684,0.17478359840656543,0.1847902097902098,0.1849906629318394,0.1849906629318394,0.17611088151107437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.125,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.1468217248134717,0.15858576236743507,0.16925490552738684,0.16945203400121434,0.16945203400121434,0.1647284996861268,0.1647284996861268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.25,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14690738554374919,0.16925490552738684,0.16945203400121434,0.16435185185185183,0.1645313712122993,0.1645313712122993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.14037494284407864,0.15284533172010487,0.14710180623973726,0.14710180623973726,0.14710180623973726,0.14710180623973726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
